row_id,timestamp,alarm_id,confidence,classification,is_anomaly,model_type,processing_time,enrichment_data,taa_decision,alert_severity,source_ip,destination_ip,protocol,attack_category
42,"2025-07-23 10:55:32,857",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.005129,present,unknown,,149.171.126.7,175.45.176.1,tcp,
43,"2025-07-23 10:55:32,857",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004088,present,alert_received,high,,,tcp,Exploits
44,"2025-07-23 10:55:32,859",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004601,present,unknown,,149.171.126.7,149.171.126.7,tcp,
45,"2025-07-23 10:55:32,859",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.003835,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
46,"2025-07-23 10:55:32,866",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.00397,present,unknown,,149.171.126.7,149.171.126.3,tcp,
47,"2025-07-23 10:55:32,866",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.005185,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
48,"2025-07-23 10:55:32,867",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.004921,present,unknown,,149.171.126.7,149.171.126.3,tcp,
49,"2025-07-23 10:55:32,867",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.00452,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
50,"2025-07-23 10:56:03,336",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.003853,present,unknown,,149.171.126.7,149.171.126.9,tcp,
51,"2025-07-23 10:56:03,336",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.003538,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
52,"2025-07-23 10:56:03,660",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.00399,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
53,"2025-07-23 10:56:03,660",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.003808,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
54,"2025-07-23 10:56:03,680",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.003897,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
55,"2025-07-23 10:56:03,680",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.003689,present,alert_received,low,,,tcp,Normal
56,"2025-07-23 10:56:04,036",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.003909,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal
57,"2025-07-23 10:56:04,036",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.003572,present,alert_received,low,,,udp,Normal
58,"2025-07-23 10:56:04,036",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003914,present,unknown,,149.171.126.7,175.45.176.1,tcp,
59,"2025-07-23 10:56:04,037",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004027,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
60,"2025-07-23 10:56:04,294",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.00452,present,unknown,,149.171.126.7,149.171.126.9,tcp,
61,"2025-07-23 10:56:04,295",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.003701,present,alert_received,,149.171.126.7,149.171.126.10,tcp,
62,"2025-07-23 10:56:04,297",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.005185,present,unknown,,149.171.126.7,175.45.176.1,tcp,
63,"2025-07-23 10:56:04,297",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.00424,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
64,"2025-07-23 10:56:04,298",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004088,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
65,"2025-07-23 10:56:04,298",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003928,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
66,"2025-07-23 10:56:04,303",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.003835,present,unknown,,149.171.126.7,175.45.176.1,tcp,
67,"2025-07-23 10:56:04,303",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004158,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
68,"2025-07-23 10:56:04,320",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004158,present,unknown,,149.171.126.7,149.171.126.7,tcp,
69,"2025-07-23 10:56:04,320",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.003775,present,alert_received,low,,,udp,Normal
70,"2025-07-23 10:56:37,843",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.003538,present,unknown,,149.171.126.7,175.45.176.1,tcp,
71,"2025-07-23 10:56:37,843",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.00467,present,alert_received,low,,,tcp,Normal
72,"2025-07-23 10:56:37,845",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.003808,present,unknown,,149.171.126.7,149.171.126.9,tcp,
73,"2025-07-23 10:56:37,845",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004815,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
74,"2025-07-23 10:56:37,846",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.003689,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
75,"2025-07-23 10:56:37,846",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004213,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
76,"2025-07-23 10:56:38,301",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004158,present,unknown,,149.171.126.7,175.45.176.0,tcp,
77,"2025-07-23 10:56:38,302",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004701,present,alert_received,,149.171.126.7,149.171.126.8,tcp,
78,"2025-07-23 10:56:38,310",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004027,present,unknown,,149.171.126.7,149.171.126.3,tcp,
79,"2025-07-23 10:56:38,310",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004629,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
80,"2025-07-23 10:56:38,329",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.003701,present,unknown,,149.171.126.7,149.171.126.10,tcp,
81,"2025-07-23 10:56:38,329",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.005596,present,alert_received,low,,,tcp,Normal
82,"2025-07-23 10:56:38,329",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.003572,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal
83,"2025-07-23 10:56:38,329",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.003417,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
84,"2025-07-23 10:56:38,335",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.00424,present,unknown,,149.171.126.7,149.171.126.9,tcp,
85,"2025-07-23 10:56:38,335",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004099,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
86,"2025-07-23 10:56:38,339",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.003775,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal
87,"2025-07-23 10:56:38,339",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003841,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
88,"2025-07-23 10:56:38,341",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003928,present,unknown,,149.171.126.7,175.45.176.0,tcp,
89,"2025-07-23 10:56:38,341",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004525,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
90,"2025-07-23 10:57:09,320",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004815,present,unknown,,149.171.126.7,175.45.176.1,tcp,
91,"2025-07-23 10:57:09,320",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004227,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
92,"2025-07-23 10:57:09,321",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.00467,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
93,"2025-07-23 10:57:09,321",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004213,present,unknown,,149.171.126.7,149.171.126.3,tcp,
94,"2025-07-23 10:57:09,321",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004469,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
95,"2025-07-23 10:57:09,322",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004167,present,alert_received,,149.171.126.7,149.171.126.6,tcp,
96,"2025-07-23 10:57:09,759",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004701,present,unknown,,149.171.126.7,149.171.126.8,tcp,
97,"2025-07-23 10:57:09,760",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.003937,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
98,"2025-07-23 10:57:09,765",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004629,present,unknown,,149.171.126.7,149.171.126.9,tcp,
99,"2025-07-23 10:57:09,765",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003554,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
100,"2025-07-23 10:57:09,807",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004525,present,unknown,,149.171.126.7,149.171.126.7,tcp,
101,"2025-07-23 10:57:09,807",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.003417,present,unknown,,149.171.126.7,175.45.176.0,tcp,
102,"2025-07-23 10:57:09,807",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.003753,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
103,"2025-07-23 10:57:09,808",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004099,present,unknown,,149.171.126.7,175.45.176.1,tcp,
104,"2025-07-23 10:57:09,807",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.00441,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
105,"2025-07-23 10:57:09,808",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004127,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
106,"2025-07-23 10:57:09,817",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.005596,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
107,"2025-07-23 10:57:09,817",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.003763,present,alert_received,,149.171.126.7,149.171.126.6,tcp,
108,"2025-07-23 10:57:09,823",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003841,present,unknown,,149.171.126.7,175.45.176.1,tcp,
109,"2025-07-23 10:57:09,823",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004435,present,alert_received,high,,,tcp,Exploits
110,"2025-07-23 10:57:40,969",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004167,present,unknown,,149.171.126.7,149.171.126.6,tcp,
111,"2025-07-23 10:57:40,972",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003675,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
112,"2025-07-23 10:57:40,976",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004227,present,unknown,,149.171.126.7,175.45.176.1,tcp,
113,"2025-07-23 10:57:40,977",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004642,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
114,"2025-07-23 10:57:40,978",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004469,present,unknown,,149.171.126.7,149.171.126.9,tcp,
115,"2025-07-23 10:57:40,982",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.003372,present,alert_received,low,,,tcp,Normal
116,"2025-07-23 10:57:41,252",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003554,present,unknown,,149.171.126.7,149.171.126.3,tcp,
117,"2025-07-23 10:57:41,252",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004757,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
118,"2025-07-23 10:57:41,279",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.003937,present,unknown,,149.171.126.7,149.171.126.9,tcp,
119,"2025-07-23 10:57:41,279",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003604,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
120,"2025-07-23 10:57:41,396",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004435,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
121,"2025-07-23 10:57:41,396",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004255,present,alert_received,low,,,udp,Normal
122,"2025-07-23 10:57:41,420",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.003763,present,unknown,,149.171.126.7,149.171.126.6,tcp,
123,"2025-07-23 10:57:41,420",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.00418,present,alert_received,,149.171.126.7,149.171.126.10,tcp,
124,"2025-07-23 10:57:41,428",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.00441,present,unknown,,149.171.126.7,149.171.126.3,tcp,
125,"2025-07-23 10:57:41,429",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.004251,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
126,"2025-07-23 10:57:41,429",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004127,present,unknown,,149.171.126.7,175.45.176.1,tcp,
127,"2025-07-23 10:57:41,429",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004215,present,alert_received,high,,,tcp,Exploits
128,"2025-07-23 10:57:41,441",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.003753,present,unknown,,149.171.126.7,175.45.176.0,tcp,
129,"2025-07-23 10:57:41,442",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.00371,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
130,"2025-07-23 10:58:12,432",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003675,present,unknown,,149.171.126.7,149.171.126.3,tcp,
131,"2025-07-23 10:58:12,432",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.004806,present,alert_received,,149.171.126.7,149.171.126.10,tcp,
132,"2025-07-23 10:58:12,432",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004642,present,unknown,,149.171.126.7,175.45.176.1,tcp,
133,"2025-07-23 10:58:12,432",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.003372,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
134,"2025-07-23 10:58:12,432",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003374,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
135,"2025-07-23 10:58:12,433",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.003775,present,alert_received,low,,,udp,Normal
136,"2025-07-23 10:58:12,619",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004757,present,unknown,,149.171.126.7,149.171.126.7,tcp,
137,"2025-07-23 10:58:12,619",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.003827,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
138,"2025-07-23 10:58:12,649",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003604,present,unknown,,149.171.126.7,175.45.176.0,tcp,
139,"2025-07-23 10:58:12,649",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.003999,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
140,"2025-07-23 10:58:12,753",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004255,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal
141,"2025-07-23 10:58:12,753",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004103,present,alert_received,high,,,tcp,Exploits
142,"2025-07-23 10:58:12,832",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.00371,present,unknown,,149.171.126.7,175.45.176.0,tcp,
143,"2025-07-23 10:58:12,832",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004086,present,alert_received,high,,,tcp,Exploits
144,"2025-07-23 10:58:12,835",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.00418,present,unknown,,149.171.126.7,149.171.126.10,tcp,
145,"2025-07-23 10:58:12,835",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003932,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
